site_id,site_label,Site,SiteID,Bigregion,Region,Subregion,Subarea,NOfLevels,WhichLevel,ProcessWith,SiteWeight,SiteType,SiteGroup,SitePeriod,tlkp Period.Order,SitePhase,tlkp Phase.Order,BeginSite,EndSite,Latitude,Longitude,TotalArea,WindowArea,WindowHH,MinHH,MaxHH,PopMethod,Popmethdesc,IsFortified,FortificationComment,TypeOfPolity,Politytypdesc,PolityPop,PolityArea,PolityEcon,PolityGov,PolityArch,GiniIndex,GiniBasis,Ref1,Ref2,Coder,tbl sites.Comments,tbl sites.created_at,tbl sites.updated_at,house_id,StructureID,source_file,Housetypedesc,HouseType,HouseGroup,HousePeriod,tlkp Period_1.Order,HousePhase,tlkp Phase_1.Order,BeginHouse,EndHouse,NRooms,NStories,RoofedArea,LivingArea,UnroofedArea,StorageArea,StorageVolume,TotalAreaHouse,AnimalArea,LaborMultiplier,DistanceToCenter,TypeOfCenter,Accessibility,IsPlowed,qry house table.Comments,MoundHgt,citation1,citation2,qry house table.created_at,qry house table.updated_at,Plant cultivation - earliest,Plant cultivation - common,Animal management - earliest,Animal management - common,Portage - earliest,Portage - common,Riding - earliest,Riding - common,Traction - earliest,Traction - common,Enslavement - earliest,Enslavement - common,Copper (smelted) - earliest,Copper (smelted) - common,Bronze - earliest,Bronze - common,writing,Earliest massacre,weights and measures,earliest marketplaces,Currency,earliest ostentatious individual burials,intra-site public buildings,specialized production of goods,Iron (smelted) - earliest,Iron (smelted) - common,Complex bow - earliest,BeginLocation,EndLocation,OccNext,Landlabor,Twoscale,Threescale,Fourscale
9998,Uruk (NeoBab),Uruk,9998,Asia,W Asia and Cyprus,Mesopotamia,Southern Mesopotamia,4,4,NA,1,NA,NA,Iron Age,8,Iron Age II,29,-626,-539,31.324167,45.637222,200,NA,NA,NA,NA,NA,NA,1,NA,7,Empire,NA,NA,0,0,0,NA,Households,Squit & Altaweel,NA,Squit & Altaweel,NA,NA,NA,NA,House d6,NA,Nuclear family,1,NA,Iron Age,8,Iron Age II,29,-626,-539,NA,NA,95,95,NA,NA,NA,95,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-8500,-8000,-8500,-8000,-3500,-3000,-2500,-2000,-8000,-3500,-2000,-1000,-5000,-4000,-3000,-2500,-3400,NA,-3500,NA,NA,NA,NA,NA,-1500,-1000,NA,-1200,-1000,0,NA,NA,NA,NA
9998,Uruk (NeoBab),Uruk,9998,Asia,W Asia and Cyprus,Mesopotamia,Southern Mesopotamia,4,4,NA,1,NA,NA,Iron Age,8,Iron Age II,29,-626,-539,31.324167,45.637222,200,NA,NA,NA,NA,NA,NA,1,NA,7,Empire,NA,NA,0,0,0,NA,Households,Squit & Altaweel,NA,Squit & Altaweel,NA,NA,NA,NA,House f,NA,Nuclear family,1,NA,Iron Age,8,Iron Age II,29,-626,-539,NA,NA,125,125,NA,NA,NA,125,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-8500,-8000,-8500,-8000,-3500,-3000,-2500,-2000,-8000,-3500,-2000,-1000,-5000,-4000,-3000,-2500,-3400,NA,-3500,NA,NA,NA,NA,NA,-1500,-1000,NA,-1200,-1000,0,NA,NA,NA,NA
9998,Uruk (NeoBab),Uruk,9998,Asia,W Asia and Cyprus,Mesopotamia,Southern Mesopotamia,4,4,NA,1,NA,NA,Iron Age,8,Iron Age II,29,-626,-539,31.324167,45.637222,200,NA,NA,NA,NA,NA,NA,1,NA,7,Empire,NA,NA,0,0,0,NA,Households,Squit & Altaweel,NA,Squit & Altaweel,NA,NA,NA,NA,House d7,NA,Nuclear family,1,NA,Iron Age,8,Iron Age II,29,-626,-539,NA,NA,190,190,NA,NA,NA,190,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-8500,-8000,-8500,-8000,-3500,-3000,-2500,-2000,-8000,-3500,-2000,-1000,-5000,-4000,-3000,-2500,-3400,NA,-3500,NA,NA,NA,NA,NA,-1500,-1000,NA,-1200,-1000,0,NA,NA,NA,NA
9998,Uruk (NeoBab),Uruk,9998,Asia,W Asia and Cyprus,Mesopotamia,Southern Mesopotamia,4,4,NA,1,NA,NA,Iron Age,8,Iron Age II,29,-626,-539,31.324167,45.637222,200,NA,NA,NA,NA,NA,NA,1,NA,7,Empire,NA,NA,0,0,0,NA,Households,Squit & Altaweel,NA,Squit & Altaweel,NA,NA,NA,NA,House d10,NA,Nuclear family,1,NA,Iron Age,8,Iron Age II,29,-626,-539,NA,NA,210,210,NA,NA,NA,210,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-8500,-8000,-8500,-8000,-3500,-3000,-2500,-2000,-8000,-3500,-2000,-1000,-5000,-4000,-3000,-2500,-3400,NA,-3500,NA,NA,NA,NA,NA,-1500,-1000,NA,-1200,-1000,0,NA,NA,NA,NA
9998,Uruk (NeoBab),Uruk,9998,Asia,W Asia and Cyprus,Mesopotamia,Southern Mesopotamia,4,4,NA,1,NA,NA,Iron Age,8,Iron Age II,29,-626,-539,31.324167,45.637222,200,NA,NA,NA,NA,NA,NA,1,NA,7,Empire,NA,NA,0,0,0,NA,Households,Squit & Altaweel,NA,Squit & Altaweel,NA,NA,NA,NA,House d9,NA,Nuclear family,1,NA,Iron Age,8,Iron Age II,29,-626,-539,NA,NA,215,215,NA,NA,NA,215,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-8500,-8000,-8500,-8000,-3500,-3000,-2500,-2000,-8000,-3500,-2000,-1000,-5000,-4000,-3000,-2500,-3400,NA,-3500,NA,NA,NA,NA,NA,-1500,-1000,NA,-1200,-1000,0,NA,NA,NA,NA
9998,Uruk (NeoBab),Uruk,9998,Asia,W Asia and Cyprus,Mesopotamia,Southern Mesopotamia,4,4,NA,1,NA,NA,Iron Age,8,Iron Age II,29,-626,-539,31.324167,45.637222,200,NA,NA,NA,NA,NA,NA,1,NA,7,Empire,NA,NA,0,0,0,NA,Households,Squit & Altaweel,NA,Squit & Altaweel,NA,NA,NA,NA,House d,NA,Nuclear family,1,NA,Iron Age,8,Iron Age II,29,-626,-539,NA,NA,216,216,NA,NA,NA,216,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-8500,-8000,-8500,-8000,-3500,-3000,-2500,-2000,-8000,-3500,-2000,-1000,-5000,-4000,-3000,-2500,-3400,NA,-3500,NA,NA,NA,NA,NA,-1500,-1000,NA,-1200,-1000,0,NA,NA,NA,NA
9998,Uruk (NeoBab),Uruk,9998,Asia,W Asia and Cyprus,Mesopotamia,Southern Mesopotamia,4,4,NA,1,NA,NA,Iron Age,8,Iron Age II,29,-626,-539,31.324167,45.637222,200,NA,NA,NA,NA,NA,NA,1,NA,7,Empire,NA,NA,0,0,0,NA,Households,Squit & Altaweel,NA,Squit & Altaweel,NA,NA,NA,NA,House d1,NA,Nuclear family,1,NA,Iron Age,8,Iron Age II,29,-626,-539,NA,NA,216,216,NA,NA,NA,216,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-8500,-8000,-8500,-8000,-3500,-3000,-2500,-2000,-8000,-3500,-2000,-1000,-5000,-4000,-3000,-2500,-3400,NA,-3500,NA,NA,NA,NA,NA,-1500,-1000,NA,-1200,-1000,0,NA,NA,NA,NA
9999,Nippur,Nippur,9999,Asia,W Asia and Cyprus,Mesopotamia,Southern Mesopotamia,4,4,NA,1,NA,NA,Iron Age,8,Iron Age II,29,-626,-539,32.126444,45.233381,135,NA,NA,NA,NA,NA,NA,1,NA,7,Empire,NA,NA,0,0,0,NA,Households,Squit & Altaweel,NA,Squit & Altaweel,NA,NA,NA,NA,House C,NA,Nuclear family,1,NA,Iron Age,8,Iron Age II,29,-626,-539,NA,NA,90,90,NA,NA,NA,90,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-8500,-8000,-8500,-8000,-3500,-3000,-2500,-2000,-8000,-3500,-2000,-1000,-5000,-4000,-3000,-2500,-3400,NA,-3500,NA,NA,NA,NA,NA,-1500,-1000,NA,-1200,-1000,0,NA,NA,NA,NA
9999,Nippur,Nippur,9999,Asia,W Asia and Cyprus,Mesopotamia,Southern Mesopotamia,4,4,NA,1,NA,NA,Iron Age,8,Iron Age II,29,-626,-539,32.126444,45.233381,135,NA,NA,NA,NA,NA,NA,1,NA,7,Empire,NA,NA,0,0,0,NA,Households,Squit & Altaweel,NA,Squit & Altaweel,NA,NA,NA,NA,House C - NO part,NA,Nuclear family,1,NA,Iron Age,8,Iron Age II,29,-626,-539,NA,NA,165,165,NA,NA,NA,165,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-8500,-8000,-8500,-8000,-3500,-3000,-2500,-2000,-8000,-3500,-2000,-1000,-5000,-4000,-3000,-2500,-3400,NA,-3500,NA,NA,NA,NA,NA,-1500,-1000,NA,-1200,-1000,0,NA,NA,NA,NA
9999,Nippur,Nippur,9999,Asia,W Asia and Cyprus,Mesopotamia,Southern Mesopotamia,4,4,NA,1,NA,NA,Iron Age,8,Iron Age II,29,-626,-539,32.126444,45.233381,135,NA,NA,NA,NA,NA,NA,1,NA,7,Empire,NA,NA,0,0,0,NA,Households,Squit & Altaweel,NA,Squit & Altaweel,NA,NA,NA,NA,House A,NA,Nuclear family,1,NA,Iron Age,8,Iron Age II,29,-626,-539,NA,NA,235,235,NA,NA,NA,235,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-8500,-8000,-8500,-8000,-3500,-3000,-2500,-2000,-8000,-3500,-2000,-1000,-5000,-4000,-3000,-2500,-3400,NA,-3500,NA,NA,NA,NA,NA,-1500,-1000,NA,-1200,-1000,0,NA,NA,NA,NA
9999,Nippur,Nippur,9999,Asia,W Asia and Cyprus,Mesopotamia,Southern Mesopotamia,4,4,NA,1,NA,NA,Iron Age,8,Iron Age II,29,-626,-539,32.126444,45.233381,135,NA,NA,NA,NA,NA,NA,1,NA,7,Empire,NA,NA,0,0,0,NA,Households,Squit & Altaweel,NA,Squit & Altaweel,NA,NA,NA,NA,House B,NA,Nuclear family,1,NA,Iron Age,8,Iron Age II,29,-626,-539,NA,NA,450,450,NA,NA,NA,450,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-8500,-8000,-8500,-8000,-3500,-3000,-2500,-2000,-8000,-3500,-2000,-1000,-5000,-4000,-3000,-2500,-3400,NA,-3500,NA,NA,NA,NA,NA,-1500,-1000,NA,-1200,-1000,0,NA,NA,NA,NA
119100,Khirbet al-Lahun 1400 -1200 -1100,Khirbet al-Lahun,1400,Asia,W Asia and Cyprus,Levant,Levant,1,1,NA,1,NA,NA,Iron Age,8,Iron Age,27,-1200,-1000,31.47,35.85,1.7,1,15,15,26,2,House density x area,1,"A ""fortification wall"" consisting of two parallel walls at a distance of approximately 2 m from each other surrounded the village",2,Local,NA,NA,1,1,1,0.315251,Households,"Swinnen, I., 2009. The Iron Age I settlement and its residential houses at al-Lahun in Moab, Jordan. Bulletin of the American Schools of Oriental Research, pp. 29-53.","Basri, P. and Lawrence, D., 2020. Wealth inequality in the ancient Near East: a preliminary assessment using Gini coefficients and household size. Cambridge archaeological journal, 30(4), pp.689-704.",Lawrence,NA,02-Jul-23,01-Jul-23,11910012,15,Lawrence_GINI,Nuclear family,1,NA,Iron Age,8,Iron Age,27,-1200,-1100,4,1,31.28,31.28,0,NA,NA,31,0,1,57.130366,Fortress,2,99,NA,NA,Swinnen 2009,"Basri, Lawrence 2020",02-Jul-23,2023-07-01T19:05:03Z,-8500,-8000,-8500,-8000,-3500,-3000,-2500,-2000,-8000,-3500,-2000,-1000,-5000,-4000,-3000,-2500,-3400,NA,-3500,NA,NA,NA,NA,NA,-1500,-1000,NA,-1200,-1000,0,Land,2,3,4
119100,Khirbet al-Lahun 1400 -1200 -1100,Khirbet al-Lahun,1400,Asia,W Asia and Cyprus,Levant,Levant,1,1,NA,1,NA,NA,Iron Age,8,Iron Age,27,-1200,-1000,31.47,35.85,1.7,1,15,15,26,2,House density x area,1,"A ""fortification wall"" consisting of two parallel walls at a distance of approximately 2 m from each other surrounded the village",2,Local,NA,NA,1,1,1,0.315251,Households,"Swinnen, I., 2009. The Iron Age I settlement and its residential houses at al-Lahun in Moab, Jordan. Bulletin of the American Schools of Oriental Research, pp. 29-53.","Basri, P. and Lawrence, D., 2020. Wealth inequality in the ancient Near East: a preliminary assessment using Gini coefficients and household size. Cambridge archaeological journal, 30(4), pp.689-704.",Lawrence,NA,02-Jul-23,01-Jul-23,11910000,2,Lawrence_GINI,Nuclear family,1,NA,Iron Age,8,Iron Age,27,-1200,-1100,5,1,59.54,57.34,0,2.2,NA,60,0,1,85.55745794,Fortress,2,99,NA,NA,Swinnen 2009,"Basri, Lawrence 2020",02-Jul-23,2023-07-01T19:05:03Z,-8500,-8000,-8500,-8000,-3500,-3000,-2500,-2000,-8000,-3500,-2000,-1000,-5000,-4000,-3000,-2500,-3400,NA,-3500,NA,NA,NA,NA,NA,-1500,-1000,NA,-1200,-1000,0,Land,2,3,4
119100,Khirbet al-Lahun 1400 -1200 -1100,Khirbet al-Lahun,1400,Asia,W Asia and Cyprus,Levant,Levant,1,1,NA,1,NA,NA,Iron Age,8,Iron Age,27,-1200,-1000,31.47,35.85,1.7,1,15,15,26,2,House density x area,1,"A ""fortification wall"" consisting of two parallel walls at a distance of approximately 2 m from each other surrounded the village",2,Local,NA,NA,1,1,1,0.315251,Households,"Swinnen, I., 2009. The Iron Age I settlement and its residential houses at al-Lahun in Moab, Jordan. Bulletin of the American Schools of Oriental Research, pp. 29-53.","Basri, P. and Lawrence, D., 2020. Wealth inequality in the ancient Near East: a preliminary assessment using Gini coefficients and household size. Cambridge archaeological journal, 30(4), pp.689-704.",Lawrence,NA,02-Jul-23,01-Jul-23,11910013,19,Lawrence_GINI,Nuclear family,1,NA,Iron Age,8,Iron Age,27,-1200,-1100,1,1,16.875,16.875,0,NA,NA,17,0,1,127.4857382,Fortress,NA,99,NRooms: 1 locus excavated,NA,Swinnen 2009,"Basri, Lawrence 2020",02-Jul-23,2023-07-01T19:05:03Z,-8500,-8000,-8500,-8000,-3500,-3000,-2500,-2000,-8000,-3500,-2000,-1000,-5000,-4000,-3000,-2500,-3400,NA,-3500,NA,NA,NA,NA,NA,-1500,-1000,NA,-1200,-1000,0,Land,2,3,4
119100,Khirbet al-Lahun 1400 -1200 -1100,Khirbet al-Lahun,1400,Asia,W Asia and Cyprus,Levant,Levant,1,1,NA,1,NA,NA,Iron Age,8,Iron Age,27,-1200,-1000,31.47,35.85,1.7,1,15,15,26,2,House density x area,1,"A ""fortification wall"" consisting of two parallel walls at a distance of approximately 2 m from each other surrounded the village",2,Local,NA,NA,1,1,1,0.315251,Households,"Swinnen, I., 2009. The Iron Age I settlement and its residential houses at al-Lahun in Moab, Jordan. Bulletin of the American Schools of Oriental Research, pp. 29-53.","Basri, P. and Lawrence, D., 2020. Wealth inequality in the ancient Near East: a preliminary assessment using Gini coefficients and household size. Cambridge archaeological journal, 30(4), pp.689-704.",Lawrence,NA,02-Jul-23,01-Jul-23,11910011,13,Lawrence_GINI,Nuclear family,1,NA,Iron Age,8,Iron Age,27,-1200,-1100,4,1,35.1,35.1,0,NA,NA,35,0,1,149.1364198,Fortress,NA,99,NRooms: 2 loci and 2 Rooms excavated,NA,Swinnen 2009,"Basri, Lawrence 2020",02-Jul-23,2023-07-01T19:05:03Z,-8500,-8000,-8500,-8000,-3500,-3000,-2500,-2000,-8000,-3500,-2000,-1000,-5000,-4000,-3000,-2500,-3400,NA,-3500,NA,NA,NA,NA,NA,-1500,-1000,NA,-1200,-1000,0,Land,2,3,4
119100,Khirbet al-Lahun 1400 -1200 -1100,Khirbet al-Lahun,1400,Asia,W Asia and Cyprus,Levant,Levant,1,1,NA,1,NA,NA,Iron Age,8,Iron Age,27,-1200,-1000,31.47,35.85,1.7,1,15,15,26,2,House density x area,1,"A ""fortification wall"" consisting of two parallel walls at a distance of approximately 2 m from each other surrounded the village",2,Local,NA,NA,1,1,1,0.315251,Households,"Swinnen, I., 2009. The Iron Age I settlement and its residential houses at al-Lahun in Moab, Jordan. Bulletin of the American Schools of Oriental Research, pp. 29-53.","Basri, P. and Lawrence, D., 2020. Wealth inequality in the ancient Near East: a preliminary assessment using Gini coefficients and household size. Cambridge archaeological journal, 30(4), pp.689-704.",Lawrence,NA,02-Jul-23,01-Jul-23,11910010,12,Lawrence_GINI,Nuclear family,1,NA,Iron Age,8,Iron Age,27,-1200,-1100,2,1,31.2,31.2,0,NA,NA,31,0,1,33.33528337,Fortress,1,99,NA,NA,Swinnen 2009,"Basri, Lawrence 2020",02-Jul-23,2023-07-01T19:05:03Z,-8500,-8000,-8500,-8000,-3500,-3000,-2500,-2000,-8000,-3500,-2000,-1000,-5000,-4000,-3000,-2500,-3400,NA,-3500,NA,NA,NA,NA,NA,-1500,-1000,NA,-1200,-1000,0,Land,2,3,4
119100,Khirbet al-Lahun 1400 -1200 -1100,Khirbet al-Lahun,1400,Asia,W Asia and Cyprus,Levant,Levant,1,1,NA,1,NA,NA,Iron Age,8,Iron Age,27,-1200,-1000,31.47,35.85,1.7,1,15,15,26,2,House density x area,1,"A ""fortification wall"" consisting of two parallel walls at a distance of approximately 2 m from each other surrounded the village",2,Local,NA,NA,1,1,1,0.315251,Households,"Swinnen, I., 2009. The Iron Age I settlement and its residential houses at al-Lahun in Moab, Jordan. Bulletin of the American Schools of Oriental Research, pp. 29-53.","Basri, P. and Lawrence, D., 2020. Wealth inequality in the ancient Near East: a preliminary assessment using Gini coefficients and household size. Cambridge archaeological journal, 30(4), pp.689-704.",Lawrence,NA,02-Jul-23,01-Jul-23,11910009,11,Lawrence_GINI,Nuclear family,1,NA,Iron Age,8,Iron Age,27,-1200,-1100,8,1,99.63,99.63,0,NA,NA,100,0,1,134.562216,Fortress,4,99,NA,NA,Swinnen 2009,"Basri, Lawrence 2020",02-Jul-23,2023-07-01T19:05:03Z,-8500,-8000,-8500,-8000,-3500,-3000,-2500,-2000,-8000,-3500,-2000,-1000,-5000,-4000,-3000,-2500,-3400,NA,-3500,NA,NA,NA,NA,NA,-1500,-1000,NA,-1200,-1000,0,Land,2,3,4
119100,Khirbet al-Lahun 1400 -1200 -1100,Khirbet al-Lahun,1400,Asia,W Asia and Cyprus,Levant,Levant,1,1,NA,1,NA,NA,Iron Age,8,Iron Age,27,-1200,-1000,31.47,35.85,1.7,1,15,15,26,2,House density x area,1,"A ""fortification wall"" consisting of two parallel walls at a distance of approximately 2 m from each other surrounded the village",2,Local,NA,NA,1,1,1,0.315251,Households,"Swinnen, I., 2009. The Iron Age I settlement and its residential houses at al-Lahun in Moab, Jordan. Bulletin of the American Schools of Oriental Research, pp. 29-53.","Basri, P. and Lawrence, D., 2020. Wealth inequality in the ancient Near East: a preliminary assessment using Gini coefficients and household size. Cambridge archaeological journal, 30(4), pp.689-704.",Lawrence,NA,02-Jul-23,01-Jul-23,11910008,10,Lawrence_GINI,Nuclear family,1,NA,Iron Age,8,Iron Age,27,-1200,-1100,2,1,29.16,29.16,0,NA,NA,29,0,1,111.434156,Fortress,NA,99,NA,NA,Swinnen 2009,"Basri, Lawrence 2020",02-Jul-23,2023-07-01T19:05:03Z,-8500,-8000,-8500,-8000,-3500,-3000,-2500,-2000,-8000,-3500,-2000,-1000,-5000,-4000,-3000,-2500,-3400,NA,-3500,NA,NA,NA,NA,NA,-1500,-1000,NA,-1200,-1000,0,Land,2,3,4
119100,Khirbet al-Lahun 1400 -1200 -1100,Khirbet al-Lahun,1400,Asia,W Asia and Cyprus,Levant,Levant,1,1,NA,1,NA,NA,Iron Age,8,Iron Age,27,-1200,-1000,31.47,35.85,1.7,1,15,15,26,2,House density x area,1,"A ""fortification wall"" consisting of two parallel walls at a distance of approximately 2 m from each other surrounded the village",2,Local,NA,NA,1,1,1,0.315251,Households,"Swinnen, I., 2009. The Iron Age I settlement and its residential houses at al-Lahun in Moab, Jordan. Bulletin of the American Schools of Oriental Research, pp. 29-53.","Basri, P. and Lawrence, D., 2020. Wealth inequality in the ancient Near East: a preliminary assessment using Gini coefficients and household size. Cambridge archaeological journal, 30(4), pp.689-704.",Lawrence,NA,02-Jul-23,01-Jul-23,11910006,8,Lawrence_GINI,Nuclear family,1,NA,Iron Age,8,Iron Age,27,-1200,-1100,2,1,17.93,14.04,0,3.89,NA,18,0,1,73.60744186,Fortress,NA,99,NA,NA,Swinnen 2009,"Basri, Lawrence 2020",02-Jul-23,2023-07-01T19:05:03Z,-8500,-8000,-8500,-8000,-3500,-3000,-2500,-2000,-8000,-3500,-2000,-1000,-5000,-4000,-3000,-2500,-3400,NA,-3500,NA,NA,NA,NA,NA,-1500,-1000,NA,-1200,-1000,0,Land,2,3,4
119100,Khirbet al-Lahun 1400 -1200 -1100,Khirbet al-Lahun,1400,Asia,W Asia and Cyprus,Levant,Levant,1,1,NA,1,NA,NA,Iron Age,8,Iron Age,27,-1200,-1000,31.47,35.85,1.7,1,15,15,26,2,House density x area,1,"A ""fortification wall"" consisting of two parallel walls at a distance of approximately 2 m from each other surrounded the village",2,Local,NA,NA,1,1,1,0.315251,Households,"Swinnen, I., 2009. The Iron Age I settlement and its residential houses at al-Lahun in Moab, Jordan. Bulletin of the American Schools of Oriental Research, pp. 29-53.","Basri, P. and Lawrence, D., 2020. Wealth inequality in the ancient Near East: a preliminary assessment using Gini coefficients and household size. Cambridge archaeological journal, 30(4), pp.689-704.",Lawrence,NA,02-Jul-23,01-Jul-23,11910005,7,Lawrence_GINI,Nuclear family,1,NA,Iron Age,8,Iron Age,27,-1200,-1100,3,1,19.05,15.75,0,3.3,NA,19,0,1,73.84305143,Fortress,NA,99,NA,NA,Swinnen 2009,"Basri, Lawrence 2020",02-Jul-23,2023-07-01T19:05:03Z,-8500,-8000,-8500,-8000,-3500,-3000,-2500,-2000,-8000,-3500,-2000,-1000,-5000,-4000,-3000,-2500,-3400,NA,-3500,NA,NA,NA,NA,NA,-1500,-1000,NA,-1200,-1000,0,Land,2,3,4
119100,Khirbet al-Lahun 1400 -1200 -1100,Khirbet al-Lahun,1400,Asia,W Asia and Cyprus,Levant,Levant,1,1,NA,1,NA,NA,Iron Age,8,Iron Age,27,-1200,-1000,31.47,35.85,1.7,1,15,15,26,2,House density x area,1,"A ""fortification wall"" consisting of two parallel walls at a distance of approximately 2 m from each other surrounded the village",2,Local,NA,NA,1,1,1,0.315251,Households,"Swinnen, I., 2009. The Iron Age I settlement and its residential houses at al-Lahun in Moab, Jordan. Bulletin of the American Schools of Oriental Research, pp. 29-53.","Basri, P. and Lawrence, D., 2020. Wealth inequality in the ancient Near East: a preliminary assessment using Gini coefficients and household size. Cambridge archaeological journal, 30(4), pp.689-704.",Lawrence,NA,02-Jul-23,01-Jul-23,11910004,6,Lawrence_GINI,Nuclear family,1,NA,Iron Age,8,Iron Age,27,-1200,-1100,2,1,22.84,19.39,0,3.45,NA,23,0,1,65.48678109,Fortress,NA,99,NA,NA,Swinnen 2009,"Basri, Lawrence 2020",02-Jul-23,2023-07-01T19:05:03Z,-8500,-8000,-8500,-8000,-3500,-3000,-2500,-2000,-8000,-3500,-2000,-1000,-5000,-4000,-3000,-2500,-3400,NA,-3500,NA,NA,NA,NA,NA,-1500,-1000,NA,-1200,-1000,0,Land,2,3,4
119100,Khirbet al-Lahun 1400 -1200 -1100,Khirbet al-Lahun,1400,Asia,W Asia and Cyprus,Levant,Levant,1,1,NA,1,NA,NA,Iron Age,8,Iron Age,27,-1200,-1000,31.47,35.85,1.7,1,15,15,26,2,House density x area,1,"A ""fortification wall"" consisting of two parallel walls at a distance of approximately 2 m from each other surrounded the village",2,Local,NA,NA,1,1,1,0.315251,Households,"Swinnen, I., 2009. The Iron Age I settlement and its residential houses at al-Lahun in Moab, Jordan. Bulletin of the American Schools of Oriental Research, pp. 29-53.","Basri, P. and Lawrence, D., 2020. Wealth inequality in the ancient Near East: a preliminary assessment using Gini coefficients and household size. Cambridge archaeological journal, 30(4), pp.689-704.",Lawrence,NA,02-Jul-23,01-Jul-23,11910003,5,Lawrence_GINI,Nuclear family,1,NA,Iron Age,8,Iron Age,27,-1200,-1100,2,1,14.43,11.8,0,2.63,NA,14,0,1,56.79323807,Fortress,NA,99,NA,NA,Swinnen 2009,"Basri, Lawrence 2020",02-Jul-23,2023-07-01T19:05:03Z,-8500,-8000,-8500,-8000,-3500,-3000,-2500,-2000,-8000,-3500,-2000,-1000,-5000,-4000,-3000,-2500,-3400,NA,-3500,NA,NA,NA,NA,NA,-1500,-1000,NA,-1200,-1000,0,Land,2,3,4
119100,Khirbet al-Lahun 1400 -1200 -1100,Khirbet al-Lahun,1400,Asia,W Asia and Cyprus,Levant,Levant,1,1,NA,1,NA,NA,Iron Age,8,Iron Age,27,-1200,-1000,31.47,35.85,1.7,1,15,15,26,2,House density x area,1,"A ""fortification wall"" consisting of two parallel walls at a distance of approximately 2 m from each other surrounded the village",2,Local,NA,NA,1,1,1,0.315251,Households,"Swinnen, I., 2009. The Iron Age I settlement and its residential houses at al-Lahun in Moab, Jordan. Bulletin of the American Schools of Oriental Research, pp. 29-53.","Basri, P. and Lawrence, D., 2020. Wealth inequality in the ancient Near East: a preliminary assessment using Gini coefficients and household size. Cambridge archaeological journal, 30(4), pp.689-704.",Lawrence,NA,02-Jul-23,01-Jul-23,11910002,4,Lawrence_GINI,Nuclear family,1,NA,Iron Age,8,Iron Age,27,-1200,-1100,3,1,30.6,23.7,0,6.9,NA,31,0,1,59.52996511,Fortress,NA,99,NA,NA,Swinnen 2009,"Basri, Lawrence 2020",02-Jul-23,2023-07-01T19:05:03Z,-8500,-8000,-8500,-8000,-3500,-3000,-2500,-2000,-8000,-3500,-2000,-1000,-5000,-4000,-3000,-2500,-3400,NA,-3500,NA,NA,NA,NA,NA,-1500,-1000,NA,-1200,-1000,0,Land,2,3,4
119100,Khirbet al-Lahun 1400 -1200 -1100,Khirbet al-Lahun,1400,Asia,W Asia and Cyprus,Levant,Levant,1,1,NA,1,NA,NA,Iron Age,8,Iron Age,27,-1200,-1000,31.47,35.85,1.7,1,15,15,26,2,House density x area,1,"A ""fortification wall"" consisting of two parallel walls at a distance of approximately 2 m from each other surrounded the village",2,Local,NA,NA,1,1,1,0.315251,Households,"Swinnen, I., 2009. The Iron Age I settlement and its residential houses at al-Lahun in Moab, Jordan. Bulletin of the American Schools of Oriental Research, pp. 29-53.","Basri, P. and Lawrence, D., 2020. Wealth inequality in the ancient Near East: a preliminary assessment using Gini coefficients and household size. Cambridge archaeological journal, 30(4), pp.689-704.",Lawrence,NA,02-Jul-23,01-Jul-23,11910001,3,Lawrence_GINI,Nuclear family,1,NA,Iron Age,8,Iron Age,27,-1200,-1100,4,1,35.11,32.26,0,2.85,NA,35,0,1,53.45631976,Fortress,NA,99,NA,NA,Swinnen 2009,"Basri, Lawrence 2020",02-Jul-23,2023-07-01T19:05:03Z,-8500,-8000,-8500,-8000,-3500,-3000,-2500,-2000,-8000,-3500,-2000,-1000,-5000,-4000,-3000,-2500,-3400,NA,-3500,NA,NA,NA,NA,NA,-1500,-1000,NA,-1200,-1000,0,Land,2,3,4
